Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
702644,1197DJ,E. coli hemolytic,E. Coli,2,S,K9-HUSKY,0,0,10.5,22.2,0,1,1.011,6,30,0,0,0,0,25,0,4.5,1,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,2,0,0,0,0
702660,3230DG,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-P W CORG,0,0,2.8,15.5,3,1,1.044,7,100,0,5,0,1,250,0,5,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Streptococcus Bovis-Equinus Complex,1 x 10^5,E. Coli,1 x 10^4,Enterococcus Faecalis,0,0,0,0,1,5
702689,1186DH,E. coli hemolytic,E. Coli,2,S,K9-PIT BULL TERRIER,1,0,11.9,33.1,3,1,1.037,8,100,0,15,0,0,250,0,4,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,3,0,0,1,10
702756,3614DG,E. coli non-hemolytic,E. Coli,2,S,K9-X/PIT BULL TERRIER,0,0,0.3,11.6,0,1,1.03,8,100,0,0,0,0,250,0,2,0,3,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,E. Coli,1 x 10^4,,,,0,0,0,0,0,0
702818,9662DF,E. coli hemolytic,E. Coli,>8,R,K9-X,1,0,0.8,15.1,2,1,1.01,7,500,0,5,0,0,250,0.1,4.5,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Hemolytic E. Coli,1 x 10^3,,,,0,0,0,0,0,0
702821,1936DJ,Mycoplasma Sp.,Mycoplasma,,,K9-MAN TER,0,1,13.8,6.3,0,1,1.024,6,100,0,0,0,0,250,0,5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^5,,,,1,0,1,3,0,0
702940,592DG,Proteus mirabilis,Proteus,1,,K9-X,0,1,0.2,14.1,0,0,1.025,6,15,0,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Proteus Mirabilis,1 x 10^5,,,,1,2,0,0,0,0
703062,1013DG,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-J R TER,1,1,8.7,8.8,2,1,1.014,8,500,0,5,0,0,250,0,4.5,0,20,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,1,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,0,0,0,0
703133,1493DG,E. coli hemolytic,E. Coli,4,S,K9-X,0,0,6.8,3.5,0,3,1.023,7,500,0,0,0,0,10,0,3.5,1,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,4,0,0
703155,1718DG,E. coli hemolytic,E. Coli,>8,R,K9-X,0,0,12.4,7.4,0,3,1.014,5,30,0,0,0,0,50,0,5,1,100,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,4,1,5,0,0
703168,1755DG,E. coli non-hemolytic,E. Coli,4,S,K9-BOXER,0,1,0.4,10.6,0,3,1.015,8,100,0,0,0,0,250,0,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,E. Coli,1 x 10^3,,,,0,1,1,4,1,1
703372,7662DH,E. coli non-hemolytic,E. Coli,2,S,K9-CHI,1,0,15.7,6,0,3,1.014,7,15,0,0,0,0,250,0,4,0,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,E. Coli,1 x 10^4,,,,0,1,0,0,1,14
703419,6422DG,Proteus mirabilis,Proteus,1,,K9-MASTIFF,1,0,9,55.9,0,1,1.015,7,100,0,0,0,0,250,0,4.9,0,100,1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,Proteus Mirabilis,1 x 10^3,,1,4,0,0,0,0
703452,2603DG,E. coli hemolytic,E. Coli,4,S,K9-LAB,0,0,10.2,29.8,0,1,1.017,8,30,0,0,0,0,150,0,3,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,0,0,0,0,0,0
703531,3085DG,Enterococcus faecalis,Enterococci,1,,K9-PIT BULL TERRIER,1,0,7.3,33.2,2,1,1.02,8,500,0,0,0,0,250,0.3,5,0,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,Enterococcus Faecalis,1 x 10^5,Micrococcus sp,1 x 10^4,,0,1,1,1,0,0
703669,6582DGRTH,E. coli hemolytic,E. Coli,4,S,K9-X,1,0,10.9,21.5,0,1,1.024,7,100,0,0,0,0,250,0,5,0,50,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,2,0,0,Streptococcus Canis,1 x 10^5,Hemolytic E. Coli,1 x 10^5,,1,4,1,4,0,0
703683,3929DG,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-ENG BULL,0,0,9,28.5,0,1,1.017,8,100,0,0,0,0,250,0.1,5,1,10,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,0,0,0,1,63
703705,3754DG,Enterococcus faecalis,Enterococci,1,,K9-NORW TERR,1,0,14.8,6.2,0,0,1.013,6,30,0,0,0,0,150,0,5,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,2,0,0,Enterococcus Faecalis,1 x 10^4,,,,0,2,1,3,1,7
703721,3779DG,Proteus mirabilis,Proteus,1,,K9-ST POOD,0,0,10.1,21.6,2,1,1.04,8,500,0,5,0,0,250,0.2,5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,Streptococcus Canis,1 x 10^3,Staphylococcus Pseudintermedius,3.2 x 10^2,Proteus Mirabilis,1,1,1,10,0,0
703728,2127DI,Proteus mirabilis,Proteus,1,,K9-X,0,0,4.8,7.4,0,3,1.042,8,30,0,5,0,0,150,0,2,1,50,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^3,,,,0,0,1,1,0,0
703908,4060DG,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-HUSKY,0,0,8.3,22.3,0,1,1.021,8,0,0,0,0,0,25,0,4,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^5,Streptococcus Bovis-Equinus Complex,1 x 10^4,,1,0,1,2,0,0
703986,390DL,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-BERNESE,0,0,8.6,42.8,0,1,1.022,8,15,0,0,0,0,150,0,5,1,50,1,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,0,0,1,1,0,0
704027,431DJ,E. coli non-hemolytic,E. Coli,>8,R,K9-ST BERN,0,1,1.8,52,0,1,1.007,7,100,0,0,0,0,250,0,4,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,1,1,1,5,0,0
704103,6916DG,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,0,17.1,38,0,1,1.016,8,100,0,0,0,0,50,0,4,1,100,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,0,0,0,0,0,0
704235,5562DG,E. coli hemolytic,E. Coli,2,S,K9-BOXER,1,1,2.9,47.9,0,1,1.044,7,500,0,5,0,3,250,0,4,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,2,0,0,0,0
704320,7990DG,Klebsiella pneumoniae,Klebsiella,>8,,K9-X,0,0,0.4,13,0,2,1.01,6,30,0,0,0,0,250,0,2,0,20,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,0,0,0,Klebsiella Pneumoniae,>1 x 10^5,,,,1,1,1,3,0,0
704337,5930DG,E. coli non-hemolytic,E. Coli,>8,R,K9-SWEDVAL,1,0,6,12.5,0,3,1.026,7,15,0,0,0,1,10,0,4.5,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^5,,,,1,1,0,0,1,40
704449,6490DG,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-GRT DANE,1,1,0.8,51.5,0,2,1.035,7,30,0,5,0,1,50,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,Staphylococcus Pseudintermedius,1.5 x 10^3,,,,1,0,1,5,0,0
704517,6677DG,Streptococcus Viridans Group,Streptococcus,<=0.25,,K9-POMERANIAN,0,0,16,3.8,0,1,1.027,6,100,0,0,0,0,150,0,4,1,50,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,2,0,0,Streptococcus Viridans,1 x 10^4,,,,1,0,0,0,0,0
704519,6715DG,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,4.6,18.2,0,2,1.024,6,15,0,0,0,0,10,0.2,4.5,0,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,2,0,0,0,0
704623,7385DG,Corynebacterium species,Corynebacterium,0.5,,K9-SHELTIE,1,0,15.9,10,2,1,1.017,7,500,0,5,0,0,250,0,5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,2,0,0,0,Corynebacterium,1 x 10^4,,,,1,5,1,8,0,0
704633,7043DG,E. coli non-hemolytic,E. Coli,4,S,K9-GOLD RET,1,0,8.9,33.6,0,1,1.021,6,30,0,0,0,0,25,0,5,1,100,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,2,0,0,E. Coli,1 x 10^3,,,,0,2,1,3,1,9
704687,7155DG,E. coli hemolytic,E. Coli,4,S,K9-MASTIFF,0,0,7,90,0,3,1.035,8,100,0,0,0,0,150,0,3,1,50,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,E. Coli,1 x 10^4,,1,2,1,17,0,0
704772,7805DG,E. coli non-hemolytic,E. Coli,>8,R,K9-X,1,0,4.3,34,0,3,1.013,7,100,0,0,0,0,150,0,4.5,1,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E. Coli,1 x 10^3,,,,1,1,0,0,1,9
704829,8239DG,E. coli hemolytic,E. Coli,4,S,K9-POMERANIAN,0,0,10.9,7.4,2,2,1.021,8,500,0,0,0,1,250,0,4.5,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,8 x 10^2,,,,0,1,1,3,1,10
704901,326DI,E. coli hemolytic,E. Coli,4,S,K9-X,1,0,15.2,30.8,0,1,1.013,6,100,0,0,0,0,250,0,4,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
704947,563DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-DACH,0,0,5,8,0,3,1.006,8,100,0,0,0,0,250,0,2,1,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Staphylococcus Intermedius,1 x 10^5,,0,0,0,0,0,0
705150,8909DG,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-B FRISE,0,0,10,5.1,2,1,1.01,8,100,0,0,0,0,250,0,4,0,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,0,1,1,0,0
705157,8968DG,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,14.6,27.7,0,3,1.039,6,100,0,0,0,0,25,0,5,1,100,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,1,1,2,0,0
705413,676DJ,Enterococcus faecalis,Enterococci,1,,K9-SHIH TZU,0,0,15,4.5,1,3,1.013,8,100,0,0,0,0,250,0,2.5,0,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,Proteus Mirabilis,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,0,0,0,0,0,0
705608,717DI,E. coli hemolytic,E. Coli,4,S,K9-MALTESE,0,0,14.4,6.6,0,3,1.015,7,30,0,0,0,0,10,0,5,0,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,1,2,0,0
705906,7045DH,Proteus mirabilis,Proteus,1,,K9-LAB,0,0,5.3,57.4,0,1,1.024,8,30,0,5,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,2,0,0,Proteus Mirabilis,2 x 10^2,Streptococcus Canis,2 x 10^2,,0,1,1,3,0,0
705963,2327DH,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,10,29.9,0,3,1.047,7,500,0,5,0,0,150,0,5,1,50,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,1,3,0,0,Enterococcus Faecalis,1 x 10^5,,,,0,1,1,3,0,0
706177,3022DH,E. coli hemolytic,E. Coli,8,S,K9-X,0,0,9,5.6,0,1,1.029,8,100,0,0,0,0,150,0,5,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,3,0,0,0,0
706197,3100DH,Enterobacterales,Enterobacteriaceae,8,,K9-X,0,0,8,5.9,2,1,1.036,7,500,0,15,0,0,250,0,3,1,20,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^4,,,,1,2,1,14,0,0
706278,3839DH,E. coli non-hemolytic,E. Coli,2,S,K9-X,1,0,9.1,7,3,1,1.023,6,500,0,0,0,6,250,0,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,E. Coli,1 x 10^5,,,,1,1,1,8,0,0
706307,4408DH,E. coli hemolytic,E. Coli,2,S,K9-POMERANIAN,0,0,12,2.4,0,2,1.01,7,30,0,0,0,0,150,0,0.5,1,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,1.5 x 10^3,,,,1,5,1,4,1,1
706366,3935DH,E. coli hemolytic,E. Coli,>8,R,K9-LAB,0,0,10.5,30,0,3,1.016,7,100,0,5,0,0,250,0,5,1,100,1,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,3,1,7,0,0
706376,4584DH,Streptococcus canis,Streptococcus,,,K9-X,0,0,12.1,4.6,0,3,1.035,7,30,0,0,0,0,25,0,3.5,2,10,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,Streptococcus Canis,1 x 10^3,,,,0,2,1,3,0,0
706396,4365DH,Proteus mirabilis,Proteus,2,,K9-CV KC SPAN,0,0,7.8,12.2,0,3,1.027,8,100,0,0,0,0,150,0,5,1,10,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,Proteus Mirabilis,1 x 10^5,,,,1,2,0,0,1,14
706398,4278DH,E. coli hemolytic,E. Coli,2,S,K9-B COL,1,0,13,18.8,0,3,1.01,6,15,0,0,0,0,50,0,5,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,2,1,3,0,0
706409,2884DH,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-LAB,0,0,7,33.4,0,2,1.008,7,15,0,0,0,0,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,0,4,1,3,1,3
706410,3039DH,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-HUSKY,0,0,11,17.1,0,1,1.023,8,30,0,0,0,0,250,0,5,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,Streptococcus Canis,1 x 10^3,,1,0,1,6,0,0
706603,4452DH,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,0,6.9,25,0,1,1.024,8,0,0,0,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,1,0,0,0,0,0
706757,4610DE,Proteus mirabilis,Proteus,1,,K9-ROTT,0,0,8,30.5,0,1,1.032,9,150,0,5,0,0,250,0,4,1,10,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,Proteus Mirabilis,1 x 10^5,,,,1,1,0,0,1,14
706864,5108DE,E. coli hemolytic,E. Coli,2,S,K9-CV KC SPAN,0,0,12,8.8,0,2,1.014,6,0,0,0,0,0,50,0,5,1,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,0,1,4,0,0
706881,5038DE,Streptococcus canis,Streptococcus,,,K9-X,1,0,5,51.6,0,3,1.028,5,150,0,0,0,3,10,0,5,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,3,0,0,Streptococcus Canis,7 x 10^5,,,,1,1,1,4,1,1
707029,6002DE,Staphylococcus intermedius,Staphylococcus,>8,,K9-DOBIE,1,1,1,37.5,0,1,1.023,7,150,0,0,0,0,250,0,1,0,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,0,1,2,0,0
707062,6017DE,E. coli non-hemolytic,E. Coli,2,S,K9-X,1,0,11.9,43.5,0,1,1.026,5,25,0,0,0,0,50,0.2,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,3,0,0,E. Coli,1 x 10^5,E. Coli (2nd type),1 x 10^3,,1,3,1,2,0,0
707083,5855DD,E. coli non-hemolytic,E. Coli,>8,R,K9-LAB,0,0,12.1,34.8,0,3,1.011,7,25,0,0,0,0,50,0,5,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,1,7
707084,5882DD,E. coli hemolytic,E. Coli,>8,R,K9-SHIH TZU,0,0,10.1,5.1,0,1,1.011,5,75,0,0,0,0,250,0,4,0,50,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,0,0,1,20
707116,5425DE,E. coli non-hemolytic,E. Coli,>8,R,K9-BERNESE,0,1,0.4,13.5,0,2,1.012,5,0,0,0,0,0,10,0,4,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,1,1,0,0,1,68
707168,6181DE,E. coli hemolytic,E. Coli,2,S,K9-P W CORG,0,0,7.4,12.8,2,1,1.022,7,500,0,0,0,0,250,1,4,0,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,Fastidious gram (-) rods,1 x 10^5,Staphylococcus Pseudintermedius,1,0,0,0,0,0
707170,6220DE,Proteus mirabilis,Proteus,2,,K9-GT SCHN,0,1,0.3,9.5,0,3,1.023,8,0,0,0,0,0,50,0,4.5,0,10,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,Proteus Mirabilis,1 x 10^5,,,,1,3,0,0,1,16
707246,7473DD,E. coli hemolytic,E. Coli,>8,R,K9-X,0,0,3.4,40,3,1,1.025,7,500,0,5,0,3,250,0.2,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Hemolytic E. Coli,3 x 10^2,Staphylococcus Pseudintermedius,3 x 10^2,,0,3,1,2,0,0
707266,7435DD,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,1,0.3,17.2,0,2,1.034,5,75,0,0,0,0,250,0,1.8,0,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,0,0,0,0,0
707297,7005DD,Streptococcus canis,Streptococcus,,,K9-LAB,1,1,7.4,34.6,2,1,1.026,8,500,0,0,0,0,150,0,2,0,3,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,Streptococcus Canis,1 x 10^5,,,,0,3,1,8,0,0
707424,6291DE,Enterococcus faecium,Enterococci,1,,K9-PLOTT HN,1,1,8.8,27.1,0,1,1.043,7,75,0,0,0,6,50,0,5,0,20,1,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,Enterococcus Faecium,1 x 10^5,,,,1,2,0,0,0,0
