Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
419800,5715DB,43388,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479757,5572DB,43389,E. coli non-hemolytic,E. Coli,8,S,>8,R,,,<=8,2,S,1,S,<=1,S,<=4,16,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
398134,5906DB,43390,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
418961,6410DB,43394,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,<=4,>16,,<=4,,0.5,,32,,8,,,,8,,0.5,0.25,2,,<=0.25,,>4,,,,,,,,<=1,
420010,6466DB,43395,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
420321,7877DB,43405,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460231,8482DB,43410,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,4,I,2,S,<=4,16,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
460283,9005DB,43413,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,2,,8,,>8,,,,>16,,0.25,<=0.12,2,,<=0.25,,>4,,,,,,,,2,
420170,7211DB,43413,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,<=0.5,2,64,,<=1,>2,>4,
420443,9095DB,43414,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
420290,9418DB,43417,Enterococcus faecalis,Enterococci,1,,1,,>2,2,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,1,2,,,0.5,,<=2,,4,1,<=16,,2,>2,<=1,
420657,9494DB,43418,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,>8,R,8,S,8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
420697,9688DB,43419,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,16,,8,,2,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
427968,9731DB,43419,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,<=0.25,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
420681,9539DB,43419,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431284,9883DB,43420,Staph. pseudintermedius,Staphylococcus,<=0.25,,1,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,>4,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
458026,9DC,43422,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
472855,126DC,43423,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
484737,738DC,43430,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,16,16,S,>8,R,>8,R,<=4,>16,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
420485,9181DB,43430,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
421115,1136DC,43432,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,8,I,2,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
495964,1252DC,43433,Proteus mirabilis,Proteus,2,,2,,,,<=8,8,,0.5,,<=1,,<=4,16,,<=4,,0.5,,16,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,4,
421129,1226DC,43433,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,>2,,>1,,0.5,2,,,<=0.25,,<=2,,>4,>4,<=16,,<=1,<=1,<=1,
418986,1414DC,43434,Enterococcus faecalis,Enterococci,2,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,<=0.5,,>1,,>4,2,,,0.5,,<=2,,>4,0.5,<=16,,<=1,>2,<=1,
421149,1435DC,43434,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,>4,R,,,,,,,<=1,S
421562,2406DC,43442,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,32,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,<=2,,4,1,64,,<=1,<=1,>4,
399692,2779DC,43445,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,2,S,,,,,,,<=1,S
417524,2987DC,43446,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
420073,3375DC,43451,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,1,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
427452,3584DC,43452,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,>4,>4,>8,R,2,R,<=0.5,S,,,,,,,<=1,S
421677,3605DC,43452,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
435491,4337DC,43457,E. coli hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,2,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,4,S,,,<=4,S,1,0.5,2,I,<=0.25,S,<=0.5,S,,,,,,,<=1,S
421574,4443DC,43460,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420334,4616DC,43461,Klebsiella pneumoniae,Klebsiella,>8,,>8,,,,16,>32,,>8,,>8,,>16,>16,,8,,>8,,32,,>8,,,,8,,>4,>4,>8,,>2,,>4,,,,,,,,<=1,
497928,4721DC,43462,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
458886,4945DC,43467,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458923,5438DC,43469,Beta-hemolytic streptococcus,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458926,5522DC,43472,E. coli non-hemolytic,E. Coli,>32,R,,,,,<=16,>32,S,,,>16,R,<=1,,,<=8,I,<=2,S,,,,,,,,,,,,,,,>4,R,,,<=16,S,,,<=2,I
487442,6278DC,43476,E. coli non-hemolytic,E. Coli,>8,S,4,S,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,1,S,16,I,4,S,,,<=4,S,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
459269,6710DC,43480,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
474320,6727DC,43480,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.25,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
458672,6826DC,43480,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459411,6945DC,43481,Proteus mirabilis,Proteus,2,,2,,,,<=8,8,,0.5,,<=1,,<=4,16,,<=4,,1,,8,,4,,,,<=4,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
489178,7230DC,43483,Enterococcus faecalis,Enterococci,1,,1,,>2,8,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,1,,4,4,,,0.5,,<=2,,>4,1,<=16,,<=1,>2,2,
459083,6294DC,43486,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,1,4,,,0.5,,<=2,,>4,1,<=16,,<=1,>2,<=1,
459125,7637DC,43488,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
376375,7792DC,43489,E. coli hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,32,R,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
438689,7835DC,43489,Klebsiella pneumoniae,Klebsiella,>8,,4,,,,<=8,2,,0.5,,<=1,,<=4,4,,<=4,,0.5,,4,,2,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
417600,7791DC,43489,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458822,7892DC,43489,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
493680,8083DC,43491,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459692,8122DC,43493,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459668,8241DC,43493,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,2,4,,,0.5,,>4,,>4,0.5,<=16,,<=1,>2,<=1,
470448,8260DC,43493,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459705,8478DC,43495,Providencia rettgeri,Providencia,0.5,,>8,,,,<=8,<=1,,<=0.25,,<=1,,<=4,8,,<=4,,0.5,,8,,>8,,,,>16,,0.25,0.25,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
459832,9038DC,43498,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,16,,<=4,,1,,4,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
460105,9759DC,43503,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460106,9777DC,43503,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
419087,9881DC,43504,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,>4,>4,>64,,<=1,>2,>4,
459998,100DD,43507,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,16,,<=4,,2,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
454892,514DD,43509,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,<=0.5,,1,,2,4,,,1,,<=2,,>4,1,<=16,,<=1,>2,2,
460142,934DD,43513,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425766,1105DD,43515,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,1,2,,,0.5,,<=2,,>4,0.5,32,,2,>2,<=1,
491542,1091DD,43516,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,0.25,0.5,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460560,2093DD,43521,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
460539,1500DD,43521,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,16,S,1,S,<=1,S,<=4,>16,,<=4,S,1,S,8,S,>8,I,,,>16,R,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
460484,1580DD,43522,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,<=4,>16,,<=4,,2,,>32,,>8,,,,>16,,1,0.5,4,,0.5,,>4,,,,,,,,<=1,
390283,2565DD,43524,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
461134,2730DD,43525,E. coli hemolytic,E. Coli,8,S,8,S,,,<=8,4,S,2,S,<=1,S,16,16,,8,I,2,S,32,R,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460647,2830DD,43526,E. coli hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,8,I,4,I,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459895,2979DD,43528,E. coli hemolytic,E. Coli,>8,S,>8,R,,,16,>32,S,>8,R,>8,R,>16,>16,,<=4,S,1,S,>32,R,8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,2,S,,,,,,,<=1,S
460829,3215DD,43530,Enterococcus faecium,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,<=2,,<=0.5,0.5,>64,,<=1,<=1,<=1,
460425,3290DD,43530,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460960,3736DDDIAL,43533,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
451407,4977DD,43543,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
425414,5519DD,43547,E. coli hemolytic,E. Coli,1,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460782,5702DD,43549,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
461434,5750DD,43549,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,4,S,2,S,<=1,S,<=4,>16,,<=4,S,1,S,16,I,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707084,5882DD,43550,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,>16,>16,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,0.5,1,2,I,0.5,I,<=0.5,S,,,,,,,<=1,S
707083,5855DD,43550,E. coli non-hemolytic,E. Coli,>8,S,4,S,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,1,S,8,S,1,S,,,<=4,S,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
388138,5972DD,43551,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
461150,5993DD,43551,Klebsiella pneumoniae,Klebsiella,>8,,4,,,,<=8,2,,1,,<=1,,<=4,4,,<=4,,0.5,,<=2,,0.5,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
700018,6150DD,43551,E. coli non-hemolytic,E. Coli,8,S,>8,R,,,<=8,4,S,1,S,<=1,S,<=4,16,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
461338,6272DDDIAL,43552,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,1,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,<=1,,,<=0.25,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
418484,6380DD,43555,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460780,5107DD,43557,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,1,2,,,0.5,,<=2,,>4,1,<=16,,<=1,<=1,<=1,
420342,6957DD,43558,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,16,,8,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
707297,7005DD,43560,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707266,7435DD,43562,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
408842,7589DD,43563,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707246,7473DD,43563,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,16,S,4,I,8,R,<=4,>16,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
700089,7645DD,43563,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461478,5736DD,43564,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
422932,7760DD,43564,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
424018,7601DD,43564,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
700475,8928DD,43573,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700593,9527DD,43577,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,8,,,,>4,>32,,16,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,2,,,<=0.25,,<=2,,>4,0.5,<=16,,<=1,2,<=1,
700903,355DE,43583,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
454742,464DE,43584,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
700979,708DE,43585,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,4,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701031,1084DE,43587,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701036,1048DE,43587,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,>32,,>0.5,,1,,>1,,1,<=1,,,<=0.25,,>4,,2,>4,<=16,,<=1,<=1,<=1,
465225,1634DE,43592,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701387,2423DE,43598,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701478,2524DE,43599,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.5,,<=2,,0.5,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,>4,<=16,,<=1,<=1,<=1,
